apk_name,active_name,raletive_class,id_or_bounds,xbot_colorSet,getColor
io.kodular.yanivnash.Decision_Maker,io.kodular.yanivnash.Decision_Maker.Screen1,TextView,"[281,1281][799,1344]","['#FFFFFF', '#FC594F']","['#FC594F', '#FFFFFF']"
io.kodular.yanivnash.Decision_Maker,io.kodular.yanivnash.Decision_Maker.Screen1,TextView,"[515,1354][564,1417]","['#FFFFFF', '#FC594F']","['#FC594F', '#FFFFFF']"
io.kodular.yanivnash.Decision_Maker,io.kodular.yanivnash.Decision_Maker.Screen1,TextView,"[391,1427][689,1490]","['#FFFFFF', '#FC594F']","['#FC594F', '#FFFFFF']"
io.kodular.yanivnash.Decision_Maker,io.kodular.yanivnash.Decision_Maker.Screen1,TextView,"[407,1768][446,1794]","['#FFFFFF', '#FC594F']","['#FC594F', '#FFFFFF']"
io.kodular.yanivnash.Decision_Maker,io.kodular.yanivnash.Decision_Maker.Screen1,TextView,"[456,1762][672,1794]","['#FFFFFF', '#FC594F']","['#FC594F', '#FFFFFF']"
io.kodular.yanivnash.Decision_Maker,io.kodular.yanivnash.Decision_Maker.answer,Button,"[81,483][999,1401]","['#D46248', '#FC594F']","['#FC594F', '#FFFFFF']"
io.kodular.yanivnash.Decision_Maker,io.kodular.yanivnash.Decision_Maker.answer,TextView,"[356,1406][724,1455]","['#FFFFFF', '#FC594F']","['#FC594F', '#FFFFFF']"
io.kodular.yanivnash.Decision_Maker,io.kodular.yanivnash.Decision_Maker.answer,TextView,"[247,1465][833,1514]","['#FFFFFF', '#FC594F']","['#FC594F', '#FFFFFF']"
io.kodular.yanivnash.Decision_Maker,io.kodular.yanivnash.Decision_Maker.answer,TextView,"[109,1556][387,1619]","['#FFFFFF', '#FC594F']","['#FC594F', '#FFFFFF']"
io.kodular.yanivnash.Decision_Maker,io.kodular.yanivnash.Decision_Maker.answer,TextView,"[116,1629][380,1692]","['#FFFFFF', '#FC594F']","['#FC594F', '#FFFFFF']"
io.kodular.yanivnash.Decision_Maker,io.kodular.yanivnash.Decision_Maker.answer,TextView,"[501,1592][550,1655]","['#FFFFFF', '#FC594F']","['#FC594F', '#FFFFFF']"
io.kodular.yanivnash.Decision_Maker,io.kodular.yanivnash.Decision_Maker.answer,TextView,"[664,1556][970,1619]","['#FFFFFF', '#FC594F']","['#FC594F', '#FFFFFF']"
io.kodular.yanivnash.Decision_Maker,io.kodular.yanivnash.Decision_Maker.answer,TextView,"[724,1629][909,1692]","['#FFFFFF', '#FC594F']","['#FC594F', '#FFFFFF']"
io.kodular.yanivnash.Decision_Maker,io.kodular.yanivnash.Decision_Maker.answer,Button,"[424,1734][655,1794]","['#FFFFFF', '#FC1002']","['#FC1002', '#FFFFFF']"
com.xocoders.profmoalem,com.xocoders.profmoalem.SplashActivity,ImageView,com.xocoders.profmoalem:id/fav,"['#ADA894', '#FFFFFF']","['#FFFFFF', '#ED366F']"
com.xocoders.profmoalem,com.xocoders.profmoalem.SplashActivity,ImageView,com.xocoders.profmoalem:id/fav,"['#F0DDA2', '#FFFFFF']","['#3B500C', '#E1D9D7']"
com.xocoders.profmoalem,com.xocoders.profmoalem.SplashActivity,ImageView,com.xocoders.profmoalem:id/fav,"['#CACCC1', '#FFFFFF']","['#C6C2AF', '#D6CFC2']"
com.xocoders.profmoalem,com.xocoders.profmoalem.SplashActivity,ImageView,com.xocoders.profmoalem:id/fav,"['#FFFFFF', '#A6D1C0']","['#FBF5D6', '#F0DEA7']"
com.xocoders.profmoalem,com.xocoders.profmoalem.SplashActivity,ImageView,com.xocoders.profmoalem:id/fav,"['#F2F2F2', '#FFFFFF']","['#C8CBBB', '#D1D4C3']"
com.xocoders.profmoalem,com.xocoders.profmoalem.SplashActivity,TextView,com.xocoders.profmoalem:id/name,"['#FFFFFF', '#ED366F']","['#ED366F', '#FFFFFF']"
com.xocoders.profmoalem,com.xocoders.profmoalem.HomeActivity,ImageView,com.xocoders.profmoalem:id/fav,"['#ADA894', '#FFFFFF']","['#FFFFFF', '#ED366F']"
com.xocoders.profmoalem,com.xocoders.profmoalem.HomeActivity,ImageView,com.xocoders.profmoalem:id/fav,"['#F0DDA2', '#FFFFFF']","['#3B500C', '#E1D9D7']"
com.xocoders.profmoalem,com.xocoders.profmoalem.HomeActivity,ImageView,com.xocoders.profmoalem:id/fav,"['#CACCC1', '#FFFFFF']","['#C6C2AF', '#D6CFC2']"
com.xocoders.profmoalem,com.xocoders.profmoalem.HomeActivity,ImageView,com.xocoders.profmoalem:id/fav,"['#FFFFFF', '#A6D1C0']","['#FBF5D6', '#F0DEA7']"
com.xocoders.profmoalem,com.xocoders.profmoalem.HomeActivity,ImageView,com.xocoders.profmoalem:id/fav,"['#F2F2F2', '#FFFFFF']","['#C8CBBB', '#D1D4C3']"
com.xocoders.profmoalem,com.xocoders.profmoalem.HomeActivity,TextView,com.xocoders.profmoalem:id/name,"['#FFFFFF', '#ED366F']","['#ED366F', '#FFFFFF']"
com.book.bible.tpt,com.book.dhh.bible.activities.SearchActivity,TextView,android:id/title,"['#FFFFFF', '#828282']","['#828282', '#999999']"
com.book.bible.tpt,com.book.dhh.bible.activities.SearchActivity,EditText,com.book.bible.tpt:id/search_term,"['#7B7A7A', '#F9F6F4']","['#F49F3B', '#F7F5F3']"
com.book.bible.tpt,com.book.dhh.bible.activities.MainFragment,TextView,com.book.bible.tpt:id/txt_section_header,"['#E26118', '#FFFFFF']","['#FFFFFF', '#E26118']"
com.book.bible.tpt,com.book.dhh.bible.activities.MainFragment,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.MainFragment,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.MainFragment,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.MainFragment,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.MainFragment,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.MainFragment,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.ActivityDetalleNotas,TextView,com.book.bible.tpt:id/txtMarcadores,"['#1A6650', '#6DA6ED']","['#21755E', '#1C7059']"
com.book.bible.tpt,com.book.dhh.bible.activities.Bible,TextView,com.book.bible.tpt:id/txt_section_header,"['#E26118', '#FFFFFF']","['#FFFFFF', '#E26118']"
com.book.bible.tpt,com.book.dhh.bible.activities.Bible,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.Bible,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.Bible,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.Bible,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.Bible,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.Bible,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.Splash,TextView,com.book.bible.tpt:id/txt_section_header,"['#E26118', '#FFFFFF']","['#FFFFFF', '#E26118']"
com.book.bible.tpt,com.book.dhh.bible.activities.Splash,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.Splash,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.Splash,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.Splash,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.Splash,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.Splash,TextView,com.book.bible.tpt:id/verse_number2,"['#FF0000', '#FFFFFF']","['#FFFFFF', '#FF0000']"
com.book.bible.tpt,com.book.dhh.bible.activities.ActivityMarcadores,TextView,com.book.bible.tpt:id/txtMarcadores,"['#1A6650', '#EA956E']","['#EA956E', '#14614A']"
com.book.bible.tpt,com.book.dhh.bible.activities.ActivityMarcadores,ImageButton,com.book.bible.tpt:id/imbtInvestigar,"['#257E6A', '#FF9656']","['#29856F', '#F97E28']"
com.book.bible.tpt,com.book.dhh.bible.activities.ActivityMarcadores,ImageButton,com.book.bible.tpt:id/imbtComparir,"['#2278E4', '#488CED']","['#5091EF', '#2E7EE7']"
com.book.bible.tpt,com.book.dhh.bible.activities.ActivityMarcadores,ImageButton,com.book.bible.tpt:id/imbtPromesa,"['#1FAA3D', '#48BD5F']","['#2CB047', '#34A08A']"
com.book.bible.tpt,com.book.dhh.bible.activities.ActivityMarcadores,ImageButton,com.book.bible.tpt:id/imbtOtros,"['#309D88', '#FBE747']","['#329F89', '#F7D416']"
com.book.bible.tpt,com.book.dhh.bible.activities.AllInformation,Button,com.book.bible.tpt:id/button4,"['#298670', '#EDF064']","['#2C8A74', '#28856F']"
com.book.bible.tpt,com.book.dhh.bible.activities.Config_Voice_Vel,ImageButton,com.book.bible.tpt:id/imageButton3,"['#2A8A76', '#27806C']","['#065987', '#227964']"
com.book.bible.tpt,com.book.dhh.bible.activities.informacion_biblia,Button,com.book.bible.tpt:id/button2,"['#C2C2C2', '#DFDEDD']","['#CFCECE', '#DFDEDD']"
com.launcher.theme.t211817740,com.ksmobile.launcher.theme.YEVGMMQHFKAXA,TextView,com.launcher.theme.t211817740:id/d2,"['#DFD7CD', '#A45E0A']","['#E1D8CD', '#A15E0C']"
com.launcher.theme.t211817740,com.ksmobile.launcher.theme.base.GLAWGNRGHMSIHMUL,TextView,com.launcher.theme.t211817740:id/c3,"['#FFFFFF', '#4480F7']","['#4480F7', '#FFFFFF']"
com.launcher.theme.t211817740,com.ksmobile.launcher.theme.base.result.ZRFHSCMFDCNWQHAWEKUQ,TextView,"[393,104][747,157]","['#FFFFFF', '#06C08E']","['#06C08E', '#FFFFFF']"
com.launcher.theme.t211817740,com.ksmobile.launcher.theme.base.result.ZRFHSCMFDCNWQHAWEKUQ,TextView,"[310,411][769,464]","['#929292', '#FFFFFF']","['#FFFFFF', '#929292']"
rajdigital.awas.yojan,io.kodular.appmakerstudio10.AWAS_YOJANA.AIRTABLE,Button,android:id/button2,"['#009688', '#FFFFFF']","['#FFFFFF', '#009688']"
rajdigital.awas.yojan,io.kodular.appmakerstudio10.AWAS_YOJANA.AIRTABLE,Button,android:id/button1,"['#009688', '#FFFFFF']","['#FFFFFF', '#009688']"
rajdigital.awas.yojan,io.kodular.appmakerstudio10.AWAS_YOJANA.FINAL,Button,android:id/button2,"['#009688', '#FFFFFF']","['#FFFFFF', '#009688']"
rajdigital.awas.yojan,io.kodular.appmakerstudio10.AWAS_YOJANA.FINAL,Button,android:id/button1,"['#009688', '#FFFFFF']","['#FFFFFF', '#009688']"
rajdigital.awas.yojan,io.kodular.appmakerstudio10.AWAS_YOJANA.SC3,Button,android:id/button2,"['#009688', '#FFFFFF']","['#FFFFFF', '#009688']"
rajdigital.awas.yojan,io.kodular.appmakerstudio10.AWAS_YOJANA.SC3,Button,android:id/button1,"['#009688', '#FFFFFF']","['#FFFFFF', '#009688']"
rajdigital.awas.yojan,io.kodular.appmakerstudio10.AWAS_YOJANA.SC2,TextView,"[47,246][1033,956]","['#1893FA', '#FEEA3B']","['#FEEA3B', '#31AAFB']"
rajdigital.awas.yojan,io.kodular.appmakerstudio10.AWAS_YOJANA.SC2,TextView,"[42,101][373,172]","['#FFFFFF', '#2196F2']","['#2196F2', '#FFFFFF']"
rajdigital.awas.yojan,io.kodular.appmakerstudio10.AWAS_YOJANA.Screen1,Button,android:id/button2,"['#009688', '#FFFFFF']","['#FFFFFF', '#009688']"
rajdigital.awas.yojan,io.kodular.appmakerstudio10.AWAS_YOJANA.Screen1,Button,android:id/button1,"['#009688', '#FFFFFF']","['#FFFFFF', '#009688']"
com.guidoo.lulo.booxx,com.guidoo.lulo.booxx.MainActivity,TextView,"[84,939][995,1094]","['#0C6C37', '#1AEB78']","['#1AEB78', '#0C6C37']"
com.guidoo.lulo.booxx,com.guidoo.lulo.booxx.MainActivity,Button,com.guidoo.lulo.booxx:id/button,"['#1C030C', '#D81B60']","['#D81B60', '#1C030C']"
com.guidoo.lulo.booxx,com.guidoo.lulo.booxx.Main3Activity,TextView,"[21,782][1059,1083]","['#0C6C37', '#1AEB78']","['#1AEB78', '#0C6C37']"
com.guidoo.lulo.booxx,com.guidoo.lulo.booxx.Main3Activity,Button,com.guidoo.lulo.booxx:id/button,"['#1C030C', '#D81B60']","['#D81B60', '#1C030C']"
com.guidoo.lulo.booxx,com.guidoo.lulo.booxx.Main4Activity,Button,com.guidoo.lulo.booxx:id/button2,"['#000B0A', '#00574B']","['#00574B', '#000B0A']"
com.guidoo.lulo.booxx,com.guidoo.lulo.booxx.Main4Activity,TextView,"[21,520][1059,737]","['#0C6C37', '#1AEB78']","['#1AEB78', '#0C6C37']"
com.guidoo.lulo.booxx,com.guidoo.lulo.booxx.Main4Activity,Button,com.guidoo.lulo.booxx:id/button,"['#1C030C', '#D81B60']","['#D81B60', '#1C030C']"
com.guidoo.lulo.booxx,com.guidoo.lulo.booxx.Main4Activity,Button,com.guidoo.lulo.booxx:id/buttonhome,"['#1C030C', '#D81B60']","['#D81B60', '#1C030C']"
com.guidoo.lulo.booxx,com.guidoo.lulo.booxx.Main2Activity,Button,com.guidoo.lulo.booxx:id/buttonmen,"['#1C030C', '#D81B60']","['#D81B60', '#1C030C']"
com.guidoo.lulo.booxx,com.guidoo.lulo.booxx.Main2Activity,Button,com.guidoo.lulo.booxx:id/button,"['#1C030C', '#D81B60']","['#D81B60', '#1C030C']"
com.guidoo.lulo.booxx,com.guidoo.lulo.booxx.Main2Activity,TextView,"[21,1403][1059,1593]","['#0C6C37', '#1AEB78']","['#1AEB78', '#0C6C37']"
com.macro.studio,com.macro.studio.SensibipcActivity,EditText,com.macro.studio:id/edittext1,"['#607D8B', '#FFFFFF']","['#FFFFFF', '#607D8B']"
com.macro.studio,com.macro.studio.SensibipcActivity,EditText,com.macro.studio:id/edittext2,"['#607D8B', '#FFFFFF']","['#FFFFFF', '#607D8B']"
com.macro.studio,com.macro.studio.SensibipcActivity,EditText,com.macro.studio:id/autocomplete1,"['#607D8B', '#FFFFFF']","['#FFFFFF', '#607D8B']"
com.macro.studio,com.macro.studio.SensibipcActivity,TextView,com.macro.studio:id/textview8,"['#F44336', '#FFFFFF']","['#FFFFFF', '#F44336']"
com.macro.studio,com.macro.studio.SensibipcActivity,EditText,com.macro.studio:id/edittext3,"['#F44336', '#FFFFFF']","['#FFFFFF', '#F44336']"
com.launcher.theme.t211790595,com.ksmobile.launcher.theme.base.YGDCDKEWEZYN,TextView,com.launcher.theme.t211790595:id/e5,"['#FFFFFF', '#4480F7']","['#4480F7', '#FFFFFF']"
com.launcher.theme.t211790595,com.ksmobile.launcher.theme.base.result.ZTOIYYFMNLVMZ,TextView,"[393,104][747,157]","['#FFFFFF', '#06C08E']","['#06C08E', '#FFFFFF']"
com.launcher.theme.t211790595,com.ksmobile.launcher.theme.base.result.ZTOIYYFMNLVMZ,TextView,"[310,411][769,464]","['#929292', '#FFFFFF']","['#FFFFFF', '#929292']"
com.tiflafihop.riiwayat,com.tiflafihop.riiwayat.SplashScreen,ImageView,com.tiflafihop.riiwayat:id/imgSearchNav,"['#101010', '#101010']","['#101010', '#101010']"
com.tiflafihop.riiwayat,com.tiflafihop.riiwayat.AboutApp,TextView,"[26,1401][1054,1705]","['#E98650', '#E8EAED']","['#E8EAED', '#E98650']"
com.tiflafihop.riiwayat,com.tiflafihop.riiwayat.RecipesList,ImageView,com.tiflafihop.riiwayat:id/imgSearchNav,"['#101010', '#101010']","['#101010', '#101010']"
com.launcher.theme.t211825854,com.ksmobile.launcher.theme.base.DNUOOLFOHMRWB,TextView,com.launcher.theme.t211825854:id/dy,"['#FFFFFF', '#4480F7']","['#4480F7', '#FFFFFF']"
com.launcher.theme.t211825854,com.ksmobile.launcher.theme.base.result.UIGZQPUSBXVTDZBODQUEXICMR,TextView,"[393,104][747,157]","['#FFFFFF', '#06C08E']","['#06C08E', '#FFFFFF']"
com.launcher.theme.t211825854,com.ksmobile.launcher.theme.base.result.UIGZQPUSBXVTDZBODQUEXICMR,TextView,"[310,411][769,464]","['#929292', '#FFFFFF']","['#FFFFFF', '#929292']"
com.humanspace.slugslug,com.humanspace.slugslug.MainMenuActivity,TextView,"[42,101][669,172]","['#FFFFFF', '#E76B00']","['#E76B00', '#FFFFFF']"
com.humanspace.slugslug,com.humanspace.slugslug.DescriptionActivity,TextView,"[42,101][669,172]","['#FFFFFF', '#E76B00']","['#E76B00', '#FFFFFF']"
com.humanspace.slugslug,com.humanspace.slugslug.DescriptionActivity,Button,com.humanspace.slugslug:id/descButton,"['#FFFFFF', '#CA615A']","['#CA615A', '#FFFFFF']"
appinventor.ai_justo_gonzalez.DETECTORDESEISMOS3,appinventor.ai_justo_gonzalez.DETECTORDESEISMOS3.INSTRUCCIONES,TextView,android:id/title,"['#9A9A9A', '#828282']","['#999999', '#828282']"
boraaa.gcch,fdgfdgdfg.gfhgf.b1,Button,boraaa.gcch:id/button3,"['#6793BB', '#0B75A7']","['#0B75A7', '#6793BB']"
boraaa.gcch,fdgfdgdfg.gfhgf.b1,Button,boraaa.gcch:id/button4,"['#6793BB', '#0B75A7']","['#0B75A7', '#6793BB']"
appinventor.ai_noorgibreel.write_it,appinventor.ai_noorgibreel.write_it.Screen2,EditText,"[330,654][750,780]","['#FB9B27', '#FFFFFF']","['#FFFFFF', '#FB9B27']"
appinventor.ai_noorgibreel.write_it,appinventor.ai_noorgibreel.write_it.Screen2,TextView,android:id/title,"['#FFFFFF', '#828282']","['#828282', '#999999']"
appinventor.ai_noorgibreel.write_it,appinventor.ai_noorgibreel.write_it.Screen1,TextView,android:id/title,"['#FFFFFF', '#828282']","['#828282', '#999999']"
stickers.memetflix,stickers.memetflix.main,TextView,"[272,232][493,303]","['#FFFFFF', '#FF7474']","['#CC0000', '#CC0000']"
stickers.memetflix,stickers.memetflix.main,TextView,"[559,240][716,294]","['#FFFFFF', '#FF7474']","['#CC0000', '#CC0000']"
stickers.memetflix,stickers.memetflix.main,TextView,"[782,240][925,294]","['#FFFFFF', '#FF7474']","['#CC0000', '#CC0000']"
stickers.memetflix,stickers.memetflix.main,TextView,"[991,240][1080,294]","['#FFFFFF', '#FF7474']","['#CC0000', '#CC0000']"
stickers.memetflix,stickers.memetflix.main,TextView,"[949,354][1033,433]","['#70D200', '#FFFFFF']","['#CC0000', '#CC0000']"
stickers.memetflix,stickers.memetflix.main,TextView,"[949,752][1033,831]","['#70D200', '#FFFFFF']","['#CC0000', '#CC0000']"
stickers.memetflix,stickers.memetflix.main,TextView,"[949,1150][1033,1229]","['#70D200', '#FFFFFF']","['#CC0000', '#CC0000']"
stickers.memetflix,stickers.memetflix.main,TextView,"[949,1548][1033,1617]","['#70D200', '#FFFFFF']","['#CC0000', '#CC0000']"
stickers.memetflix,stickers.memetflix.fx,Button,"[52,823][1027,1033]","['#FFFFFF', '#159100']","['#159100', '#FFFFFF']"
com.nightmodezoomphoto.videocameralowlight,com.nightmodezoomphoto.videocameralowlight.PhotoViewActivity,TextView,com.nightmodezoomphoto.videocameralowlight:id/txtTitle,"['#757575', '#FAFAFA']","['#FAFAFA', '#757575']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.WebShareActivity,ImageButton,com.shareit.sharekarofiles:id/content_fab,"['#FFFFFF', '#F9A14A']","['#F9A14A', '#FFFFFF']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ConnectionManagerActivity,Button,com.shareit.sharekarofiles:id/connection_option_devices,"['#FFFFFF', '#F9A14A']","['#FFFFFF', '#FFFFFF']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ManageDevicesActivity,Button,com.shareit.sharekarofiles:id/genfw_customListFragment_emptyActionButton,"['#FFFFFF', '#F9A14A']","['#F9A14A', '#FFFFFF']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ManageDevicesActivity,Button,com.shareit.sharekarofiles:id/fixConnectionButton,"['#FFFFFF', '#F9A14A']","['#F9A14A', '#FFFFFF']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.FileExplorerActivity,TextView,com.shareit.sharekarofiles:id/text,"['#AAB5F4', '#6277EB']","['#FFFFFF', '#212121']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.FileExplorerActivity,Button,com.shareit.sharekarofiles:id/list_pathresolver_text,"['#FFFFFF', '#F9A14A']","['#F9A14A', '#FFFFFF']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.FileExplorerActivity,ImageView,com.shareit.sharekarofiles:id/thumbnail,"['#F9A14A', '#FFFFFF']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.FileExplorerActivity,ImageView,com.shareit.sharekarofiles:id/image,"['#F9A14A', '#FFFFFF']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.FileExplorerActivity,ImageView,com.shareit.sharekarofiles:id/thumbnail,"['#F9A14A', '#FFFFFF']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.FileExplorerActivity,ImageView,com.shareit.sharekarofiles:id/image,"['#FFFFFF', '#F9A14A']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.FileExplorerActivity,ImageView,com.shareit.sharekarofiles:id/image,"['#FFFFFF', '#F9A14A']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.FileExplorerActivity,ImageView,com.shareit.sharekarofiles:id/thumbnail,"['#FFFFFF', '#F9A14A']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.FileExplorerActivity,ImageView,com.shareit.sharekarofiles:id/thumbnail,"['#F9A14A', '#FFFFFF']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.FileExplorerActivity,ImageView,com.shareit.sharekarofiles:id/image,"['#F9A14A', '#FFFFFF']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.FileExplorerActivity,ImageView,com.shareit.sharekarofiles:id/thumbnail,"['#F9A14A', '#FFFFFF']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.FileExplorerActivity,ImageView,com.shareit.sharekarofiles:id/image,"['#F9A14A', '#FFFFFF']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.FileExplorerActivity,ImageView,com.shareit.sharekarofiles:id/menu,"['#92A1F1', '#FFFFFF']","['#FFFFFF', '#222222']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ChangeStoragePathActivity,TextView,"[189,144][450,200]","['#1C286A', '#3D57E6']","['#3D57E6', '#1C286A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ChangeStoragePathActivity,TextView,com.shareit.sharekarofiles:id/text,"['#AAB5F4', '#6277EB']","['#AAB5F4', '#92A1F1']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ChangeStoragePathActivity,Button,com.shareit.sharekarofiles:id/list_pathresolver_text,"['#FFFFFF', '#F9A14A']","['#F9A14A', '#FFFFFF']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ChangeStoragePathActivity,ImageView,com.shareit.sharekarofiles:id/thumbnail,"['#F9A14A', '#FFFFFF']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ChangeStoragePathActivity,ImageView,com.shareit.sharekarofiles:id/image,"['#F9A14A', '#FFFFFF']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ChangeStoragePathActivity,ImageView,com.shareit.sharekarofiles:id/thumbnail,"['#F9A14A', '#FFFFFF']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ChangeStoragePathActivity,ImageView,com.shareit.sharekarofiles:id/image,"['#FFFFFF', '#F9A14A']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ChangeStoragePathActivity,ImageView,com.shareit.sharekarofiles:id/image,"['#FFFFFF', '#F9A14A']","['#F9A14A', '#FFFFFF']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ChangeStoragePathActivity,ImageView,com.shareit.sharekarofiles:id/thumbnail,"['#FFFFFF', '#F9A14A']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ChangeStoragePathActivity,ImageView,com.shareit.sharekarofiles:id/thumbnail,"['#F9A14A', '#FFFFFF']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ChangeStoragePathActivity,ImageView,com.shareit.sharekarofiles:id/image,"['#F9A14A', '#FFFFFF']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ChangeStoragePathActivity,ImageView,com.shareit.sharekarofiles:id/thumbnail,"['#F9A14A', '#FFFFFF']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ChangeStoragePathActivity,ImageView,com.shareit.sharekarofiles:id/image,"['#F9A14A', '#FFFFFF']","['#FFFFFF', '#F9A14A']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ChangeStoragePathActivity,ImageView,com.shareit.sharekarofiles:id/menu,"['#FFFFFF', '#F9A14A']","['#FFFFFF', '#222222']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ChangeStoragePathActivity,ImageButton,com.shareit.sharekarofiles:id/content_fab,"['#FFFFFF', '#F9A14A']","['#F9A14A', '#FFFFFF']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.ChangeStoragePathActivity,TextView,"[189,73][504,144]","['#080B1E', '#3D57E6']","['#3D57E6', '#080B1E']"
com.shareit.sharekarofiles,com.shareit.sharekarofiles.activity.SearchActivity,TextView,"[42,101][213,172]","['#080B1E', '#3D57E6']","['#3D57E6', '#080B1E']"
